dataset,experiment,success,latency_ms,detail
SQuAD,ingestion,True,4.62,56be85543aeaaa14008c9063
SQuAD,ingestion,True,4.62,56be85543aeaaa14008c9065
SQuAD,ingestion,True,4.62,56be85543aeaaa14008c9066
SQuAD,ingestion,True,4.62,56bf6b0f3aeaaa14008c9601
SQuAD,ingestion,True,4.62,56bf6b0f3aeaaa14008c9602
SQuAD,ingestion,True,4.62,56bf6b0f3aeaaa14008c9603
SQuAD,ingestion,True,4.62,56bf6b0f3aeaaa14008c9604
SQuAD,ingestion,True,4.62,56bf6b0f3aeaaa14008c9605
SQuAD,ingestion,True,4.62,56d43c5f2ccc5a1400d830a9
SQuAD,ingestion,True,4.62,56d43c5f2ccc5a1400d830aa
SQuAD,ingestion,True,3.85,56d43c5f2ccc5a1400d830ab
SQuAD,ingestion,True,3.85,56d43c5f2ccc5a1400d830ac
SQuAD,ingestion,True,3.85,56d43c5f2ccc5a1400d830ad
SQuAD,ingestion,True,3.85,56d43ce42ccc5a1400d830b4
SQuAD,ingestion,True,3.85,56d43ce42ccc5a1400d830b5
SQuAD,ingestion,True,3.85,56be86cf3aeaaa14008c9076
SQuAD,ingestion,True,3.85,56be86cf3aeaaa14008c9078
SQuAD,ingestion,True,3.85,56be86cf3aeaaa14008c9079
SQuAD,ingestion,True,3.85,56bf6e823aeaaa14008c9627
SQuAD,ingestion,True,3.85,56bf6e823aeaaa14008c9629
SQuAD,ingestion,True,2.14,56bf6e823aeaaa14008c962a
SQuAD,ingestion,True,2.14,56bf6e823aeaaa14008c962b
SQuAD,ingestion,True,2.14,56d43da72ccc5a1400d830bd
SQuAD,ingestion,True,2.14,56d43da72ccc5a1400d830be
SQuAD,ingestion,True,2.14,56d43da72ccc5a1400d830bf
SQuAD,ingestion,True,2.14,56d43da72ccc5a1400d830c0
SQuAD,ingestion,True,2.14,56d43da72ccc5a1400d830c1
SQuAD,ingestion,True,2.14,56be88473aeaaa14008c9080
SQuAD,ingestion,True,2.14,56be88473aeaaa14008c9083
SQuAD,ingestion,True,2.14,56be88473aeaaa14008c9084
SQuAD,ingestion,True,1.9,56bf725c3aeaaa14008c9643
SQuAD,ingestion,True,1.9,56bf725c3aeaaa14008c9644
SQuAD,ingestion,True,1.9,56bf725c3aeaaa14008c9645
SQuAD,ingestion,True,1.9,56bf725c3aeaaa14008c9646
SQuAD,ingestion,True,1.9,56bf725c3aeaaa14008c9647
SQuAD,ingestion,True,1.9,56d43f7e2ccc5a1400d830c7
SQuAD,ingestion,True,1.9,56d43f7e2ccc5a1400d830c8
SQuAD,ingestion,True,1.9,56d43f7e2ccc5a1400d830c9
