dataset,experiment,success,latency_ms,detail
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,12.48,694
SQuAD,ingestion,True,4.85,694
SQuAD,ingestion,True,4.85,694
SQuAD,ingestion,True,4.85,694
SQuAD,ingestion,True,4.85,694
SQuAD,ingestion,True,4.85,694
SQuAD,ingestion,True,4.85,1016
SQuAD,ingestion,True,4.85,1016
SQuAD,ingestion,True,4.85,1016
SQuAD,ingestion,True,4.85,1016
SQuAD,ingestion,True,4.85,1016
SQuAD,ingestion,True,4.66,1016
SQuAD,ingestion,True,4.66,1016
SQuAD,ingestion,True,4.66,1016
SQuAD,ingestion,True,4.66,1016
SQuAD,ingestion,True,4.66,1016
SQuAD,ingestion,True,4.66,1016
SQuAD,ingestion,True,4.66,1016
SQuAD,ingestion,True,4.66,1062
SQuAD,ingestion,True,4.66,1062
SQuAD,ingestion,True,4.66,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,1062
SQuAD,ingestion,True,3.81,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,2.04,598
SQuAD,ingestion,True,3.27,598
SQuAD,ingestion,True,3.27,598
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,3.27,773
SQuAD,ingestion,True,4.93,773
SQuAD,ingestion,True,4.93,773
SQuAD,ingestion,True,4.93,773
SQuAD,ingestion,True,4.93,1371
SQuAD,ingestion,True,4.93,1371
SQuAD,ingestion,True,4.93,1371
SQuAD,ingestion,True,4.93,1371
SQuAD,ingestion,True,4.93,1371
SQuAD,ingestion,True,4.93,1371
SQuAD,ingestion,True,4.93,1371
SQuAD,ingestion,True,7.02,1371
SQuAD,ingestion,True,7.02,1371
SQuAD,ingestion,True,7.02,1371
SQuAD,ingestion,True,7.02,1371
SQuAD,ingestion,True,7.02,1371
SQuAD,ingestion,True,7.02,1371
SQuAD,ingestion,True,7.02,1351
SQuAD,ingestion,True,7.02,1351
SQuAD,ingestion,True,7.02,1351
SQuAD,ingestion,True,7.02,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,1351
SQuAD,ingestion,True,7.94,832
SQuAD,ingestion,True,2.84,832
SQuAD,ingestion,True,2.84,832
