dataset,experiment,success,latency_ms,detail
SQuAD,ingestion,True,5.24,56be85543aeaaa14008c9063
SQuAD,ingestion,True,5.24,56be85543aeaaa14008c9065
SQuAD,ingestion,True,5.24,56be85543aeaaa14008c9066
SQuAD,ingestion,True,5.24,56bf6b0f3aeaaa14008c9601
SQuAD,ingestion,True,5.24,56bf6b0f3aeaaa14008c9602
SQuAD,ingestion,True,5.24,56bf6b0f3aeaaa14008c9603
SQuAD,ingestion,True,5.24,56bf6b0f3aeaaa14008c9604
SQuAD,ingestion,True,5.24,56bf6b0f3aeaaa14008c9605
SQuAD,ingestion,True,5.24,56d43c5f2ccc5a1400d830a9
SQuAD,ingestion,True,5.24,56d43c5f2ccc5a1400d830aa
SQuAD,ingestion,True,3.98,56d43c5f2ccc5a1400d830ab
SQuAD,ingestion,True,3.98,56d43c5f2ccc5a1400d830ac
SQuAD,ingestion,True,3.98,56d43c5f2ccc5a1400d830ad
SQuAD,ingestion,True,3.98,56d43ce42ccc5a1400d830b4
SQuAD,ingestion,True,3.98,56d43ce42ccc5a1400d830b5
SQuAD,ingestion,True,3.98,56be86cf3aeaaa14008c9076
SQuAD,ingestion,True,3.98,56be86cf3aeaaa14008c9078
SQuAD,ingestion,True,3.98,56be86cf3aeaaa14008c9079
SQuAD,ingestion,True,3.98,56bf6e823aeaaa14008c9627
SQuAD,ingestion,True,3.98,56bf6e823aeaaa14008c9629
SQuAD,ingestion,True,2.04,56bf6e823aeaaa14008c962a
SQuAD,ingestion,True,2.04,56bf6e823aeaaa14008c962b
SQuAD,ingestion,True,2.04,56d43da72ccc5a1400d830bd
SQuAD,ingestion,True,2.04,56d43da72ccc5a1400d830be
SQuAD,ingestion,True,2.04,56d43da72ccc5a1400d830bf
SQuAD,ingestion,True,2.04,56d43da72ccc5a1400d830c0
SQuAD,ingestion,True,2.04,56d43da72ccc5a1400d830c1
SQuAD,ingestion,True,2.04,56be88473aeaaa14008c9080
SQuAD,ingestion,True,2.04,56be88473aeaaa14008c9083
SQuAD,ingestion,True,2.04,56be88473aeaaa14008c9084
SQuAD,ingestion,True,1.78,56bf725c3aeaaa14008c9643
SQuAD,ingestion,True,1.78,56bf725c3aeaaa14008c9644
SQuAD,ingestion,True,1.78,56bf725c3aeaaa14008c9645
SQuAD,ingestion,True,1.78,56bf725c3aeaaa14008c9646
SQuAD,ingestion,True,1.78,56bf725c3aeaaa14008c9647
SQuAD,ingestion,True,1.78,56d43f7e2ccc5a1400d830c7
SQuAD,ingestion,True,1.78,56d43f7e2ccc5a1400d830c8
SQuAD,ingestion,True,1.78,56d43f7e2ccc5a1400d830c9
SQuAD,ingestion,True,1.78,56d43f7e2ccc5a1400d830cb
SQuAD,ingestion,True,1.78,56be892d3aeaaa14008c908b
SQuAD,ingestion,True,0.95,56be892d3aeaaa14008c908c
SQuAD,ingestion,True,0.95,56be892d3aeaaa14008c908d
SQuAD,ingestion,True,0.95,56be892d3aeaaa14008c908e
SQuAD,ingestion,True,0.95,56bf74d53aeaaa14008c9659
SQuAD,ingestion,True,0.95,56bf74d53aeaaa14008c965a
SQuAD,ingestion,True,0.95,56bf74d53aeaaa14008c965b
SQuAD,ingestion,True,0.95,56bf74d53aeaaa14008c965d
SQuAD,ingestion,True,0.95,56d440df2ccc5a1400d830d1
SQuAD,ingestion,True,0.95,56d440df2ccc5a1400d830d2
SQuAD,ingestion,True,0.95,56d440df2ccc5a1400d830d3
SQuAD,ingestion,True,1.15,56d440df2ccc5a1400d830d4
SQuAD,ingestion,True,1.15,56d440df2ccc5a1400d830d5
SQuAD,ingestion,True,1.15,56be8a583aeaaa14008c9094
SQuAD,ingestion,True,1.15,56be8a583aeaaa14008c9095
SQuAD,ingestion,True,1.15,56be8a583aeaaa14008c9097
SQuAD,ingestion,True,1.15,56bf76ef3aeaaa14008c9664
SQuAD,ingestion,True,1.15,56bf76ef3aeaaa14008c9665
SQuAD,ingestion,True,1.15,56bf76ef3aeaaa14008c9666
SQuAD,ingestion,True,1.15,56bf76ef3aeaaa14008c9667
SQuAD,ingestion,True,1.15,56d443ef2ccc5a1400d830db
SQuAD,ingestion,True,2.35,56d443ef2ccc5a1400d830dc
SQuAD,ingestion,True,2.35,56d443ef2ccc5a1400d830dd
SQuAD,ingestion,True,2.35,56d443ef2ccc5a1400d830df
SQuAD,ingestion,True,2.35,56be8bab3aeaaa14008c909f
SQuAD,ingestion,True,2.35,56be8bab3aeaaa14008c90a0
SQuAD,ingestion,True,2.35,56be8bab3aeaaa14008c90a1
SQuAD,ingestion,True,2.35,56bf79c73aeaaa14008c966d
SQuAD,ingestion,True,2.35,56bf79c73aeaaa14008c966e
SQuAD,ingestion,True,2.35,56bf79c73aeaaa14008c966f
SQuAD,ingestion,True,2.35,56bf79c73aeaaa14008c9670
SQuAD,ingestion,True,2.88,56bf79c73aeaaa14008c9671
SQuAD,ingestion,True,2.88,56d45abf2ccc5a1400d830e5
SQuAD,ingestion,True,2.88,56d45abf2ccc5a1400d830e6
